vendor_name,vendor_slug,product_name,sku,size_label,listed_price_usd,price_per_mg_usd,lot_or_batch,lab_name,lab_id,verification_status,verified,janoshik_unique_key,janoshik_task_number,purity_pct,coa_url,analytes_present,commissioning_party,data_quality,endotoxin,enforcement_risk_flags,entity_type,id,methods_present,notes,peptide_identity,pharmacy_lists_peptide,scraped_at,source_url,sterility_status,strength_mg,vendor_url,verification_key_present
Panda Peptides,panda_peptides,Triple Receptor Agonist,PP-TRA,,39.99,,PP2602-018D,Janoshik Analytical,janoshik,verified_on_lab_portal,True,5P3U5T7IXDIL,152442,99.875,https://pandapeptides.com/coa/,"['purity', 'endotoxin', 'heavy_metals']",vendor,complete_lot_coa,1.414 EU/vial,['glp_analog_or_metabolic_peptide_listed'],RUO,pqi_815c6b8fabfc81a1,['HPLC'],"heavy metals As,Cd,Pb,Hg not detected stated on hub COA summary from vendor hub; Janoshik/ILS verify links present on page but portal re-check not completed this pilot (unique key required). verification_status=vendor_pdf.; Portal recheck 2026-08-22: verified_on_lab_portal via janoshik.com/verification/?task=152442&key=5P3U5T7IXDIL (Open report + verify.janoshik.com Test Report #152442). Source=lab_shortlink. Portal HTML exposes report image only; no structured purity/date copied.",Triple Receptor Agonist,,2026-08-22T23:59:13Z,https://pandapeptides.com/coa/,not_tested,,https://pandapeptides.com/,True
BioInfinity Lab,bioinfinity_lab,DSIP (5 mg),BIL-DSIP-01-2606,5 mg,70.0,14.0,BIL-DSIP-01-2606,Verum Analytics,other,vendor_pdf,False,,,99.7,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_e118a78429eb9b27,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-06-11. Individual COA PDF not opened this pilot — purity as published on library table.,DSIP,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,5.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,SS-31 (10 mg),BIL-SS31-01-2606,10 mg,60.0,6.0,BIL-SS31-01-2606,Verum Analytics,other,vendor_pdf,False,,,99.9,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_5ac8ebbc6b023f32,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-06-17. Individual COA PDF not opened this pilot — purity as published on library table.,SS-31,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,IGF-1 LR3 (1 mg),BIL-IGF-01-2606,1 mg,110.0,110.0,BIL-IGF-01-2606,Verum Analytics,other,vendor_pdf,False,,,99.8,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_0ebedf594709142d,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-06-10. Individual COA PDF not opened this pilot — purity as published on library table.,IGF-1 LR3,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,1.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,KLOW 80 (GHK-Cu / KPV / BPC-157 / TB-500) (80 mg),BIL-KL80-01-2605,80 mg,240.0,3.0,BIL-KL80-01-2605,Verum Analytics,other,vendor_pdf,False,,,99.7,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_b542adc0d3f84f36,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-05-13. Individual COA PDF not opened this pilot — purity as published on library table. Library showed >99.7%; stored 99.7 with greater-than caveat.,KLOW 80,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,80.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Epithalon (50 mg),BIL-EPT50-01-2603,50 mg,200.0,4.0,BIL-EPT50-01-2603,Verum Analytics,other,vendor_pdf,False,,,99.5,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_248ab555dacf79f3,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-07. Individual COA PDF not opened this pilot — purity as published on library table.,Epithalon,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,50.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Epithalon (10 mg),BIL-EPT10-01-2603,10 mg,55.0,5.5,BIL-EPT10-01-2603,Verum Analytics,other,vendor_pdf,False,,,99.3,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_5a6673ba54cf6db4,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-07. Individual COA PDF not opened this pilot — purity as published on library table.,Epithalon,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,5-Amino-1MQ (50 mg),BIL-BATCH-01-2602,50 mg,145.0,2.9,BIL-BATCH-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.71,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_7517aed218501409,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-25. Individual COA PDF not opened this pilot — purity as published on library table. NOTE: shared batch code BIL-BATCH-01-2602 appears across multiple distinct products on library — treat lot linkage with caution.,5-Amino-1MQ,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,50.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Tirzepatide (60 mg),BIL-BATCH-01-2602,60 mg,,,BIL-BATCH-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.67,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_b8140aaa194dd80c,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-02. Individual COA PDF not opened this pilot — purity as published on library table. NOTE: shared batch code BIL-BATCH-01-2602 appears across multiple distinct products on library — treat lot linkage with caution.,Tirzepatide,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,60.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Tirzepatide (30 mg),BIL-BATCH-01-2602,30 mg,,,BIL-BATCH-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.67,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_7a255007f5cb724a,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-02. Individual COA PDF not opened this pilot — purity as published on library table. NOTE: shared batch code BIL-BATCH-01-2602 appears across multiple distinct products on library — treat lot linkage with caution.,Tirzepatide,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,30.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Thymosin Alpha-1 (10 mg),BIL-TA1-01-2603,10 mg,130.0,13.0,BIL-TA1-01-2603,Verum Analytics,other,vendor_pdf,False,,,99.4,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_def9faf006c30314,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-07. Individual COA PDF not opened this pilot — purity as published on library table.,Thymosin Alpha-1,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Tesamorelin (10 mg),BIL-TESA-01-2602,10 mg,,,BIL-TESA-01-2602,Verum Analytics,other,vendor_pdf,False,,,98.76,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_337e5d1078636779,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,Tesamorelin,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,TB-500 (10 mg),BIL-BATCH-01-2602,10 mg,95.0,9.5,BIL-BATCH-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.85,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_1f7a67c0661342d6,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-02. Individual COA PDF not opened this pilot — purity as published on library table. NOTE: shared batch code BIL-BATCH-01-2602 appears across multiple distinct products on library — treat lot linkage with caution.,TB-500,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,TB-500 (5 mg),BIL-BATCH-01-2602,5 mg,55.0,11.0,BIL-BATCH-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.85,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_f1e382f7b6388705,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-02. Individual COA PDF not opened this pilot — purity as published on library table. NOTE: shared batch code BIL-BATCH-01-2602 appears across multiple distinct products on library — treat lot linkage with caution.,TB-500,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,5.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Semax (10 mg),BIL-SEMAX-01-2602,10 mg,60.0,6.0,BIL-SEMAX-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.84,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_6b3383ee3bc6c85d,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-19. Individual COA PDF not opened this pilot — purity as published on library table.,Semax,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Semaglutide (5 mg),BIL-BATCH-01-2602,5 mg,45.0,9.0,BIL-BATCH-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.75,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_b2a7083469997d56,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-26. Individual COA PDF not opened this pilot — purity as published on library table. NOTE: shared batch code BIL-BATCH-01-2602 appears across multiple distinct products on library — treat lot linkage with caution.,Semaglutide,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,5.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Selank (10 mg),BIL-SEL-01-2602,10 mg,70.0,7.0,BIL-SEL-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.97,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_d39f63b98783e4fd,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,Selank,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Retatrutide (20 mg),BIL-RET-01-2602,20 mg,295.0,14.75,BIL-RET-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.48,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,['glp_analog_or_metabolic_peptide_listed'],RUO,pqi_f2000ba357756cc2,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-07. Individual COA PDF not opened this pilot — purity as published on library table.,Retatrutide,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,20.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Retatrutide (10 mg),BIL-RET-01-2602,10 mg,165.0,16.5,BIL-RET-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.48,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,['glp_analog_or_metabolic_peptide_listed'],RUO,pqi_d3a588f5e6e80b9d,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,Retatrutide,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Retatrutide (5 mg),BIL-RET-01-2602,5 mg,85.0,17.0,BIL-RET-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.48,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,['glp_analog_or_metabolic_peptide_listed'],RUO,pqi_1a0b716ce98920f5,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-07. Individual COA PDF not opened this pilot — purity as published on library table.,Retatrutide,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,5.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,PT-141 (10 mg),BIL-PT141-01-2602,10 mg,,,BIL-PT141-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.25,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_7739fa8c0bf3f7b2,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,PT-141,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,NAD+ (1000 mg),BIL-NAD-01-2602,1000 mg,110.0,0.11,BIL-NAD-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.63,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_058f21f4b451dc0d,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,NAD+,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,1000.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,NAD+ (500 mg),BIL-NAD-02-2602,500 mg,110.0,0.22,BIL-NAD-02-2602,Verum Analytics,other,vendor_pdf,False,,,99.83,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_e7d0751d592d50ac,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,NAD+,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,500.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,MOTS-c (10 mg),BIL-MOTS-01-2602,10 mg,70.0,7.0,BIL-MOTS-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.94,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_e83dc444dae39bd1,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,MOTS-c,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Melanotan II (10 mg),BIL-MT2-01-2602,10 mg,,,BIL-MT2-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.22,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_a1fe650babdb85e1,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,Melanotan II,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Ipamorelin (10 mg),BIL-IPA-01-2602,10 mg,45.0,4.5,BIL-IPA-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.51,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_6fbff62fd4f98dca,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,Ipamorelin,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Ipamorelin (5 mg),BIL-IPA-02-2602,5 mg,45.0,9.0,BIL-IPA-02-2602,Verum Analytics,other,vendor_pdf,False,,,99.96,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_f013264b2bf44cc4,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,Ipamorelin,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,5.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,hCG (5000 IU),BIL-HCG-01-2602,5000 IU,,,BIL-HCG-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.07,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_3f77996d17b62f47,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-06. Individual COA PDF not opened this pilot — purity as published on library table.,hCG,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,GHK-Cu (50 mg),BIL-GHK-01-2602,50 mg,50.0,1.0,BIL-GHK-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.93,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_5693ccd42c2c875a,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,GHK-Cu,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,50.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,CJC-1295 DAC (5 mg),BIL-CJC-01-2602,5 mg,,,BIL-CJC-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.55,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_059e938c353fb63d,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-19. Individual COA PDF not opened this pilot — purity as published on library table.,CJC-1295 DAC,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,5.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,CJC-1295 (no DAC) (5 mg),BIL-CJCND-01-2603,5 mg,45.0,9.0,BIL-CJCND-01-2603,Verum Analytics,other,vendor_pdf,False,,,98.9,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_48f192bf513b7e81,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-07. Individual COA PDF not opened this pilot — purity as published on library table.,CJC-1295,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,5.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,BPC-157 / TB-500 BB20 (10+10 mg),BIL-BB20-01-2602,10+10 mg,90.0,9.0,BIL-BB20-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.92,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_58cca7359b37d0c0,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,BPC-157 / TB-500 BB20,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,BPC-157 (20 mg),BIL-BATCH-01-2602,20 mg,,,BIL-BATCH-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.89,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_94e05b2cbf48de6f,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-01. Individual COA PDF not opened this pilot — purity as published on library table. NOTE: shared batch code BIL-BATCH-01-2602 appears across multiple distinct products on library — treat lot linkage with caution.,BPC-157,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,20.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,BPC-157 (5 mg),BIL-BATCH-01-2602,5 mg,40.0,8.0,BIL-BATCH-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.89,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_b5104561338d4f92,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-01. Individual COA PDF not opened this pilot — purity as published on library table. NOTE: shared batch code BIL-BATCH-01-2602 appears across multiple distinct products on library — treat lot linkage with caution.,BPC-157,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,5.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,AOD-9604 (5 mg),BIL-AOD-02-2602,5 mg,,,BIL-AOD-02-2602,Verum Analytics,other,vendor_pdf,False,,,99.95,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_5732740d8269717b,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,AOD-9604,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,5.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,AOD-9604 (10 mg),BIL-AOD-01-2602,10 mg,,,BIL-AOD-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.5,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_a85cc7dafdd596f8,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,AOD-9604,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Semaglutide (10 mg),BIL-BATCH-01-2602,10 mg,80.0,8.0,BIL-BATCH-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.75,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_a28363e9350e7bce,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-26. Individual COA PDF not opened this pilot — purity as published on library table. NOTE: shared batch code BIL-BATCH-01-2602 appears across multiple distinct products on library — treat lot linkage with caution.,Semaglutide,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Tirzepatide (10 mg),BIL-BATCH-01-2602,10 mg,85.0,8.5,BIL-BATCH-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.67,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_48892cd621f99c83,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-02. Individual COA PDF not opened this pilot — purity as published on library table. NOTE: shared batch code BIL-BATCH-01-2602 appears across multiple distinct products on library — treat lot linkage with caution.,Tirzepatide,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Sermorelin (10 mg),BIL-SRM-01-2602,10 mg,,,BIL-SRM-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.91,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_4bc43148236b9bce,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,Sermorelin,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Glutathione (1500 mg),BIL-GLU-01-2602,1500 mg,,,BIL-GLU-01-2602,Verum Analytics,other,vendor_pdf,False,,,98.34,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_a3a8992d45f30208,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,Glutathione,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,1500.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Retatrutide (30 mg),BIL-RET-01-2602,30 mg,375.0,12.5,BIL-RET-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.48,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,['glp_analog_or_metabolic_peptide_listed'],RUO,pqi_e11e6c194e0126e1,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,Retatrutide,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,30.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,GLOW 70 (BPC-157/GHK-Cu/TB-500) (10+50+10 mg),BIL-GL70-01-2602,10+50+10 mg,210.0,21.0,BIL-GL70-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.91,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_4493ad05a33d437a,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-11. Individual COA PDF not opened this pilot — purity as published on library table.,GLOW 70,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
